tarifit,nl,en,gloss,hoofdstuk,les,bron,tags
"yewta ggw keccud-enni ammu, ak umi ɣa yewmet ggw keccud-enni...","hij sloeg zo op het stuk hout, en toen hij op het stuk hout geslagen had...","he hit on the piece of wood like this, and when he had hit on the piece of wood...",,17.1,27,boek p. 128,id:p128-03;context:coordination;hoofdstuk:auto;les:auto
"min ɣa tecced, ma aɣrum imendi niɣ Wenni n farina?","wat ga je eten, brood gemaakt van gerst, of dat gemaakt van zachte tarwe?","what are you going to eat, bread made of barley, or that made of soft wheat?",,17.1,27,boek p. 128,id:p128-04;context:coordination;hoofdstuk:auto;les:auto
"manis ɣa tadfed, ma zi rmejra niɣ zi tewwaat?","waarlangs zal je naar buiten gaan, door de greppel of door de deur?","whence will you go out, through the ditch or through the door?",,17.1,27,boek p. 128,id:p128-05;context:coordination;hoofdstuk:auto;les:auto
ma d azeggwaɣ niɣ d acemřař?,is het rood of is het wit?,is it red or is it white?,,17.1,27,boek p. 128,id:p128-06;context:coordination;hoofdstuk:auto;les:auto
ḏebbaa xasent niɣ ad uyuaɣ necc,ruim ze op of ik ga zelf!,dispose of them or I shall go myself!,,17.1,27,boek p. 129,id:p129-01;context:coordination;hoofdstuk:auto;les:auto
ma yettef mliḥ niɣ lla?,houdt het goed of niet?,does it hold well or not?,,17.1,27,boek p. 129,id:p129-02;context:coordination;hoofdstuk:auto;les:auto
"baba-twem ma ɣaas accawen, niɣ?","jouw vader, heeft hij horens, of (niet)?","your father, does he have horns, or (not)?",,17.1,27,boek p. 129,id:p129-03;context:coordination;hoofdstuk:auto;les:auto
qa ɣari mmi d waabib inu maca waa ssineɣ mmi zeggw aaḇiḇ inu,"ik heb een zoon en een stiefzoon, maar ik zie het verschil niet tussen mijn zoon en mijn stiefzoon (lett. maar ik ken mijn zoon niet van mijn stiefzoon)","I have a son and a stepson, but I can’t see the difference between my son and my stepson (lit. but I don’t know my son from my stepson)",,17.1,27,boek p. 129,id:p129-04;context:coordination;hoofdstuk:auto;les:auto
"neccin netɣir a t-id-yawi yemmut, seɛɛa yiwi-t-id yeddaa","wij dachten dat hij hem dood zou brengen, maar hij bracht hem levend!","we thought he would bring him dead, but he brought him alive!",,17.1,27,boek p. 129,id:p129-05;context:coordination;hoofdstuk:auto;les:auto
waa ɣaawem fa yemma-twem ra ɛenti-twem,jij hebt noch een moeder noch een tante (vaderskant),you have neither a mother nor a paternal aunt,,17.1,27,boek p. 129,id:p129-06;context:coordination;hoofdstuk:auto;les:auto
mařa texsed a dam-t-newc,"als je wilt, zullen we hem aan je geven","if you want, we will give him to you",,,28,boek p. 130,id:p130-01;context:hypothetical-and-counterfactual
mařa waa ffiɣent ad ffɣeɣ necc,"als zij niet naar buiten gaan, zal ik zelf naar buiten gaan","if they don’t go out, I shall go out myself",,,28,boek p. 130,id:p130-02;context:hypothetical-and-counterfactual
"mařa t taḥenjiat, jj-it","als het een meisje is, laat haar met rust","if it is a girl, leave her in peace",,,28,boek p. 130,id:p130-03;context:hypothetical-and-counterfactual
mri d-usiɣ iri ssiɣ,"als ik gekomen was, zou ik gegeten hebben","if I had come, I would have eaten",,,28,boek p. 130,id:p130-04;context:hypothetical-and-counterfactual
meɛlik c-tuɣa d uma iri aqq-es akidi,"als jij mijn broer geweest was, zou je bij mij geweest zijn","if you had been my brother, you would have been with me",,,28,boek p. 130,id:p130-05;context:hypothetical-and-counterfactual
"waxxa dayi-t ɣa tewced t tameǧac, a t-qebreɣ","zelfs als je haar in de vorm van een ei geeft, zal ik haar accepteren","even if you give her in the form of an egg, I will accept her",,,28,boek p. 130,id:p130-06;context:hypothetical-and-counterfactual
waxxa d Nunja nneɣ a t-awyeɣ,"zelfs als het onze Nunja is, zal ik met haar trouwen","even if it is our Nunja, I shall marry her",,,28,boek p. 130,id:p130-07;context:hypothetical-and-counterfactual
waxxa temmut waa nzemmaa a t-necc,"zelfs als zij dood was, konden we haar niet opeten","even if she were dead, we could not eat her",,,28,boek p. 130,id:p130-08;context:hypothetical-and-counterfactual
nitni umi ɣa awyen ibawen-ni waa ten-arrin ca,"zij, toen zij deze bonen met zich meegenomen hadden, plantten ze niet","they, when they had taken these beans with them, they did not plant them",,17.2,28,boek p. 131,id:p131-01;context:temporal-subordination;hoofdstuk:auto;les:auto
"umi I t-yenɣa, tbedd","toen hij hem gedood had, stond zij op","when he had killed him, she stood up",,17.2,28,boek p. 131,id:p131-02;context:temporal-subordination;hoofdstuk:auto;les:auto
xemmi traggwahen ɣaa ṯaddaaṯ teqqar-asen attas,"wanneer (of: terwijl) zij naar huis gaan, vertelt zij hun altijd veel","when (or; while) they go home, she always tells them a lot",,17.2,28,boek p. 131,id:p131-03;context:temporal-subordination;hoofdstuk:auto;les:auto
"xmi d ɣa treḥḥgent ɣaa ṯaddaaṯ, deḥcent marra","wanneer (of: terwijl) jullie bij het huis aankomen, moeten jullie allemaal lachen!","when (or: while) you will arrive at the house, all of you should laugh!",,17.2,28,boek p. 131,id:p131-04;context:temporal-subordination;hoofdstuk:auto;les:auto
ɛefseɣ x uma amen yettes,ik stapte op mijn broer terwijl hij sliep,I stepped on my brother while he was sleeping,,17.2,28,boek p. 131,id:p131-05;context:temporal-subordination;hoofdstuk:auto;les:auto
yeggua amen itett,hij liep en at tegelijkertijd,he walked and ate at the same time,,17.2,28,boek p. 131,id:p131-06;context:temporal-subordination;hoofdstuk:auto;les:auto
nedweɣ x yijjen weɣyur amen xafes iqubac degg ɣaaynen,ik sprong op een ezel terwijl er waterkruiken op hem zaten in zijn zadeltassen,I jumped on a donkey while there were water jars on him in his saddle bags,,17.2,28,boek p. 131,id:p131-07;context:temporal-subordination;hoofdstuk:auto;les:auto
yeggua itett,hij liep en at (tegelijkertijd),he walked and ate (at the same time),,17.2,28,boek p. 131,id:p131-08;context:temporal-subordination;hoofdstuk:auto;les:auto
"uca ruḥey ad ttseɣ zar yayetma, amen teggeɣ řeḇḏa",toen ging ik slapen tussen mijn broers zoals ik altijd deed,then 1 went to sleep between my brothers like I always did,,17.2,28,boek p. 131,id:p131-09;context:temporal-subordination;hoofdstuk:auto;les:auto
jj ar ɣa kkseɣ recjur-a,laat (het) totdat ik deze bomen zal nemen,leave (it) until 1 will take these trees,,17.2,28,boek p. 132,id:p132-01;context:temporal-subordination;hoofdstuk:auto;les:auto
yeqqim ifetteḥ arami yeua ijjen wesrem,"hij bleef zwemmen, totdat hij een vis zag","he kept on swimming, until he saw a fish",,17.2,28,boek p. 132,id:p132-02;context:temporal-subordination;hoofdstuk:auto;les:auto
necc waa tettseɣ ḥama yaasa wezru-yin,ik zal niet slapen totdat die steen daarginds neergezet is,I shall not sleep until that stone over there has been put down,,17.2,28,boek p. 132,id:p132-03;context:temporal-subordination;hoofdstuk:auto;les:auto
qbeř ɣa xerqeɣ usin-d lwaliḏin inu ɣaa Hulanḏa,"voordat ik geboren was, kwamen mijn ouders naar Nederland","before I was born, my parents came to the Netherlands",,17.2,28,boek p. 132,id:p132-04;context:temporal-subordination;hoofdstuk:auto;les:auto
qbeř ma a d-asen tuɣa ixeǧes,"voordat zij kwamen, had hij al betaald","before they came, he had already payed",,17.2,28,boek p. 132,id:p132-05;context:temporal-subordination;hoofdstuk:auto;les:auto
"zegga d-yusa, ihrec","sinds hij gekomen is, is hij ziek",since he has come he is ill,,17.2,28,boek p. 132,id:p132-06;context:temporal-subordination;hoofdstuk:auto;les:auto
zeggwami swiy pastiyya-nni ggenfiɣ,"sinds ik deze pil genomen heb, ben ik hersteld",since I took this pill I have recovered,,17.2,28,boek p. 132,id:p132-07;context:temporal-subordination;hoofdstuk:auto;les:auto
awaani umi ixreq aaḥren ɣaa Nnadua,"nadat hij geboren was, verhuisden zij naar Nador","after he was born, they moved to Nador",,17.2,28,boek p. 132,id:p132-08;context:temporal-subordination;hoofdstuk:auto;les:auto
uma ifaaḥ puřki yezr-it,"mijn broer is blij, omdat hij haar gezien heeft","my brother is happy, because he has seen her",,17.2,28,boek p. 133,id:p133-01;context:other-subordinations-and-coordinations;hoofdstuk:auto;les:auto
teggen řfaxaa huma ad ssengwen lmakla,zij legden houtskool neer om het eten te koken,they put on charcoal in order to cook the food,,17.2,28,boek p. 133,id:p133-02;context:other-subordinations-and-coordinations;hoofdstuk:auto;les:auto
tennuffaa huma waa t-id-yetwiri,zij verstopte zich zodat hij haar niet zou zien,she hid so that he would not see her,,17.2,28,boek p. 133,id:p133-03;context:other-subordinations-and-coordinations;hoofdstuk:auto;les:auto
Am neccin am wattas n yewdan mammec i ɛeqreɣ,"ik, zoals veel mensen, zoals ik het me herinner,","I, like many people, the way I remember,",,,37,boek p. 134,id:p134-01;context:text
tuɣa xminni i ɣa raheɣ ad ttseɣ deggwxxam,wanneer ik in de kamer ging slapen,when I would go sleeping in the room,,,37,boek p. 134,id:p134-02;context:text
"jaa yayetma d yemma,","tussen mijn broers en mijn moeder,","between my brothers and my mother,",,,37,boek p. 134,id:p134-03;context:text
yemma tuɣa yaa a tessexsi ṯaftic n fqendif,mijn moeder doofde gewoon de pit van de olielamp,my mother would just put out the wick of the oil lamp,,,37,boek p. 134,id:p134-04;context:text
"niɣ a tsud x teftic n tsumeet a t-tessexsi,","of blies op de pit van de kaars om hem te doven,","or blow on the wick of the candle in order to put it out,",,,37,boek p. 134,id:p134-05;context:text
uca a tessenta a daneɣ-d-ṯini ijjen tḥajit zi tinni yessaggwaden attas,"en dan begon zij ons een van de heel enge verhalen te vertellen,","and then she would begin to tell us one of the very scary stories,",,,37,boek p. 134,id:p134-06;context:text
"ḥima a nesqaa, niɣ ḥima a daneɣ-yawi yides ḏeɣya.","zodat wij stil zouden zijn, of zodat wij meteen in slaap zouden vallen (lett. zodat de slaap ons meteen zou meevoeren).","so that we would keep quiet, or so that we would fall asleep immediately (lit. so that sleep would carry us away immediately).",,,37,boek p. 135,id:p135-01;context:text
Mammec tuɣa kidney ttnus ḥenna ca n twafatin,"zoals wanneer mijn grootmoeder soms bij ons sliep,","Like when my grandmother would sleep at our place some times,",,,37,boek p. 135,id:p135-02;context:text
uřa d nettaṯ tuɣa teqqar-aneɣ-d tiḥuja zi tinni yessaggwaden attas.,vertelde zij ons ook heel enge verhalen.,she would also tell us very scary stories.,,,37,boek p. 135,id:p135-03;context:text
Amecnaw tḥajit n wemziw niɣ amecnaw tḥajit-enni n tenni yeccin mmi-s,"zoals het verhaal van de menseneter, of zoals het verhaal van de vrouw die haar zoon opat,","Like the story of the ogre, or like the story of the woman that ate her son,",,,37,boek p. 135,id:p135-04;context:text
niɣ n tenni i tuɣa yetraḥen s ǧiret ɣaa imedran,of van de vrouw die 's nachts naar het kerkhof ging,or of the woman that used to go to the cemetery at night,,,37,boek p. 135,id:p135-05;context:text
tfetter dinni seysu s ufus umettin.,en daar couscous rolde met de hand van een dode.,and roll couscous there with the hand of a dead person.,,,37,boek p. 135,id:p135-06;context:text
ḥenna tuɣa tessen ijjen wattas n tḥuza,mijn grootmoeder kende veel verhalen,My grandmother knew a lot of stories,,,37,boek p. 135,id:p135-07;context:text
uca tuɣa xminni i daneɣ-d-teqqar ca n tḥajit,"dan, wanneer zij ons een verhaal vertelde","then, when she would tell us a story",,,37,boek p. 135,id:p135-08;context:text
a teqqaa a teqqaa a daneɣ-d-tɛawed tḥajit-enni,"vertelde en vertelde en vertelde zij ons het verhaal,","she would tell and tell and tell us the story,",,,37,boek p. 135,id:p135-09;context:text
"ar daneɣ-tesra marra neccuxrut,",totdat zij ons allemaal hoorde snurken.,until she heard us all snoring.,,,37,boek p. 135,id:p135-10;context:text
xenni i ɣa tessen ḥenna belli yiwy-aneɣ yides,wanneer mijn grootmoeder wist dat wij in slaap gevallen waren,when my grandmother would know that we had fallen asleep,,,37,boek p. 135,id:p135-11;context:text
uca a tesqaa ḥima uřa d nettaṯ a tettes.,stopte zij met praten zodat zij ook kon slapen.,she would stop speaking so that she could sleep too.,,,37,boek p. 135,id:p135-12;context:text
maca ca n twaratin tesriɣ-as i ḥenna ttraɣa-ayi-d,maar soms hoorde ik mijn grootmoeder mij roepen:,But sometimes I heard my grandmother call me:,,,37,boek p. 135,id:p135-13;context:text
"‘A ɛri inu, a ɛri inu, ma tettsed niɣ ɛad waa tettised?’","'Ali, mijn Ali, slaap je, of slaap je nog niet?'","‘Ali, my Ali, are you asleep, or are you not yet asleep?’",,,37,boek p. 135,id:p135-14;context:text
"A das-iniɣ necc: ‘A ḥenna, necc ɛad waa ttiseɣ ca.'","ik antwoordde dan: 'Grootmoeder, ik slaap nog niet.'","I would answer: ‘Grandmother, I’m not yet asleep.’",,,37,boek p. 136,id:p136-01;context:text
Uca a tsiɣi ḥenna a dayi-d-teqqar tḥajit-enni.,dan ging mijn grootmoeder verder met mij het verhaal te vertellen.,Then my grandmother would continue telling me the story.,,,37,boek p. 136,id:p136-02;context:text
"uca tuɣa ḥenna kuř ṯwaṛa a tesqaa,","dan stopte mijn grootmoeder keer op keer met praten,","Then my grandmother would time and again stop speaking,",,,37,boek p. 136,id:p136-03;context:text
uca a dayi-d-traɣa,en riep mij:,and call me:,,,37,boek p. 136,id:p136-04;context:text
"‘A ɛri inu, a ɛri inu, ma tettsed niɣ ɛad? Waa tettised ca?’","'Ali, mijn Ali, slaap je of nog niet? Slaap je niet?'","‘Ali, my Ali, are you asleep or not yet? Aren’t you sleep?’",,,37,boek p. 136,id:p136-05;context:text
"kuř ṯwaṛa a dayi-d-traɣa,","zij vroeg het mij keer op keer,","She would ask me time and again,",,,37,boek p. 136,id:p136-06;context:text
txezzar-ayi ma yiwy-ayi yides niɣ ɛad.,kijkend of ik in slaap gevallen was of nog niet.,looking whether I had fallen asleep or not yet.,,,37,boek p. 136,id:p136-07;context:text
"ruḥ xac, a xac nraḥ waa nteggwed! ḥazit-ek!",'wij zullen erdoorheen gaan zonder angst.','We will go through it without fear. ’,,,37,boek p. 136,id:p136-08;context:text
Yekkaa ijj ujeǧid ɣaas ijjen yiyyaa n yaaden yemaɣa.,er was eens een koning die een groot tarweveld had.,Once upon a time there was a king who had a big field of wheat.,,,37,boek p. 136,id:p136-09;context:text
"uca yus-d zeɛma yemsennad. uca kkint ccin tmeḥtac,",toen hing het over. toen kwamen er wat vrouwen voorbij die het gras maaiden.,Then it was hanging over. Then some women who mow the grass passed.,,,37,boek p. 136,id:p136-10;context:text
"tuɣa waa-ssi seḇɛa uřa ṯřaṯa,","zij waren, ik weet niet, zeven of drie,","They were, I don’t know, seven or three,",,,37,boek p. 136,id:p136-11;context:text
"necc muhimm ssneɣ ṯřaṯa, ad iniɣ ṯřaṯa.","(nou, ik weet drie, dus ik zeg drie.)","(Well, I know three, so I’ll say three.)",,,37,boek p. 136,id:p136-12;context:text
Tenn-as tmezwarut:,de eerste zei:,The first one said:,,,37,boek p. 137,id:p137-01;context:text
"- Mri dayi ɣa yawi bab n yiyyar-a,","- als de meester van dit veld met mij zou trouwen,","- If the master of this field would marry me,",,,37,boek p. 137,id:p137-02;context:text
a das-ggeɣ ajeǧab s yijj uɣeydu.,zou ik hem een gewaad maken met één rolag (wolrol).,I would make him a gown with a single rolag.,,,37,boek p. 137,id:p137-03;context:text
"Tɛawd-as tenneɣni, tenn-as:",de andere zei:,The other said:,,,37,boek p. 137,id:p137-04;context:text
"- mařa yiwy-ayi bab n yiyyar-a,","- als de meester van dit veld met mij trouwt,","- If the master of this field marries me,",,,37,boek p. 137,id:p137-05;context:text
a das-ggeɣ seksu s yijjen ṯiḏaatṯ.,zal ik hem couscous maken van één aar graan.,I will make him couscous out of a single ear of grain.,,,37,boek p. 137,id:p137-06;context:text
Tenni taneggarut tenn-as:,de laatste zei:,The last one said:,,,37,boek p. 137,id:p137-07;context:text
"- mařa yiwy-ayi bab n yiyyar-a,","- als de meester van dit veld met mij trouwt,","- If the master of this field marries me,",,,37,boek p. 137,id:p137-08;context:text
a das-d-jjeɣ mmi-s ɣaas ṯiyuqiṯ n wuaɣ di tenyiat.,zal ik hem een zoon geven met een gouden parel op zijn voorhoofd.,I will give him a son with a golden pearl on his forehead.,,,37,boek p. 137,id:p137-09;context:text
"netta tuɣa-t dinni, tuɣa yetɛesses, tuɣa yennuffaa yesḥessa ɣaasent.","hij was daar, hij bewaakte, hij had zich verstopt en luisterde naar hen.","He was there, he was guarding, he had hid and listened to them.",,,37,boek p. 137,id:p137-10;context:text
"Yekkaa iruḥ yexdeb tamezwarut,","hij vroeg de hand van de eerste,","He asked the hand of the first one,",,,37,boek p. 137,id:p137-11;context:text
tenni' das-yennan: ‘a dac-ggeɣ ajeǧab s yijj uɣeydu’.,degene die gezegd had: 'ik zal je een gewaad maken van één rolag',The one that had said: ‘I will make you a gown from a single rolag’,,,37,boek p. 137,id:p137-12;context:text
"Ixedb-it, yiwy-it, yiwy-az-d ṯrist,","hij vroeg haar hand, hij trouwde met haar, hij bracht haar een vacht,","He asked her hand, he married her, he brought her a fleece,",,,37,boek p. 138,id:p138-01;context:text
ṯrist uhuri amen tekmer.,een hele ramsvacht.,an entire ram’s fleece.,,,37,boek p. 138,id:p138-02;context:text
"Teǧm-it tqaadc-it, hay hay, ca iruḥ diha, ca tzery-it,","zij spon het, zij kaardde het, ho ho! een deel ging hierheen, een deel liet zij wegrollen,","She spun it, she carded it, ho ho! some of it went here, some of it she let roll away,",,,37,boek p. 138,id:p138-03;context:text
"waa das-t-teggi ca, waa das-teggi hu uqubbu.","zij maakte het niet voor hem, zij maakte geen mantel voor hem,","She did not make it for him, she did not make a cloak for him,",,,37,boek p. 138,id:p138-04;context:text
Waa das-teggi ra d ṛqebb.,zij maakte zelfs geen kap voor hem.,She did not even make a hood for him.,,,37,boek p. 138,id:p138-05;context:text
lɛawed i tenneɣni.,hij deed hetzelfde bij de andere.,He did the same to the other.,,,37,boek p. 138,id:p138-06;context:text
Yiwi tenni das-yennan:,hij trouwde met degene die tegen hem gezegd had:,He married the one that had said to him:,,,37,boek p. 138,id:p138-07;context:text
‘a das-ggeɣ seksu s yijjen ṯiḏaatṯ’.,'ik zal je couscous maken van één aar graan',‘I will make you couscous from a single ear of grain’,,,37,boek p. 138,id:p138-08;context:text
"netta yiwy-as-d řmuḏḏ, řmuḏḏ n yiaden.","hij trouwde met haar en bracht haar een mud, een mud tarwe.","He married her and brought her a mud, a mud of wheat.",,,37,boek p. 138,id:p138-09;context:text
"Thaay-iten, tssiff-iten, ca iruḥ t ṯanexxač,","zij maalde het, zij zeefde het, een deel werd zemelen,","She ground it, she sieved it, some of it became bran,",,,37,boek p. 138,id:p138-10;context:text
"cway iruḥ d iwzan, cwayt t ṯiwzaṭin,","een deel werd gebroken graan, een deel fijn gebroken graan,","some of it became crushed grains, some finely crushed grains,",,,37,boek p. 138,id:p138-11;context:text
cway d aan t taneɣda.,een deel meel als poeder.,some flour like powder.,,,37,boek p. 138,id:p138-12;context:text
Waa das-teggi fa t tratac.,zij maakte zelfs geen couscous voor hem.,She did not even make for him any couscous rolling.,,,37,boek p. 138,id:p138-13;context:text
"Taneggarut yiwy-it, tenni das-yennan:","hij trouwde met de laatste, degene die tegen hem gezegd had:","He married the last one, the one that had said to him:",,,37,boek p. 139,id:p139-01;context:text
‘a das-d-jjeɣ mmi-s ɣaas ṯiyuqiṯ n wuaɣ di tenyiat.’,'ik zal je een zoon geven met een gouden parel op zijn voorhoofd.',‘I will give you a son with a golden pearl on his forehead.’,,,37,boek p. 139,id:p139-02;context:text
"Yiwy-it yesbaa, ttak ttak, ɣaas ddiseṭ, yetɛayan.","hij trouwde met haar, hij wachtte geduldig, ttak ttak, zij werd zwanger, hij wachtte,","He married her, he waited patiently, ttak ttak, she became pregnant, he waited,",,,37,boek p. 139,id:p139-03;context:text
"Yetɛayan, nhar-a ṯiwecca, nhar-a ṯiwecca,","hij wachtte, dag na dag, dag na dag.","he waited, day after day, day after day.",,,37,boek p. 139,id:p139-04;context:text
"yiwed-d xas tsɛe chua, tzeyyed, turu-d,","zij bereikte haar negen maanden (lett. negen maanden bereikten haar), en zij beviel,","She reached her nine months (lit. nine months reached her), and she gave birth,",,,37,boek p. 139,id:p139-05;context:text
turu-d mmi-s ɣaas ṯiyuqiṯ n wuaɣ di tenyiat.,zij baarde een zoon met een gouden parel op zijn voorhoofd.,she gave birth to a son with a golden pearl on his forehead.,,,37,boek p. 139,id:p139-06;context:text
Tekkaa tacniwin nnes ɣiant zzayes nnant-as:,de andere vrouwen werden jaloers en zeiden:,The other wives became jealous and said:,,,37,boek p. 139,id:p139-07;context:text
"- Xyaa taniti tejj-d mmi-s ɣaas ṯiyuqiṯ n wuaɣ di tenyiat,","- oké, zij heeft een zoon gebaard met een gouden parel op haar voorhoofd,","- Okay, she has given birth to a son with a golden pearl on her forehead,",,,37,boek p. 139,id:p139-08;context:text
"neccin min nenna waa neggi ca, taniti a ṯiři tefder xaneɣ?!","wij, wij deden niet wat we beloofd hadden, en zij, zij zou beter moeten zijn dan wij?!","we, we did not do what we had promised, and she, she should be better than us?!",,,37,boek p. 139,id:p139-09;context:text
"Tekkaa-d tekk-d senni ijjen tmesɛect,","dus kwam er een bedelvrouw voorbij,","So a beggar woman passed by,",,,37,boek p. 139,id:p139-10;context:text
"neccin neqqar-as ṯameṣɛecṯ, ttettaa.","wij noemen het een bedelvrouw, zij bedelde.","we call it a beggar women, she begged.",,,37,boek p. 139,id:p139-11;context:text
"nettaṯ meskina mix d-tejja aḥenjia-nni, tesxef safi.",de arme was helemaal flauwgevallen toen zij de jongen gebaard had.,The poor one had fully fainted when she had given birth to the boy.,,,37,boek p. 139,id:p139-12;context:text
"Wsint-as tehru uca sfesyent-as ddhen,","zij gaven het haar, zij dronk, zij smolten boter voor haar,","They gave it to her, she drank, they melted butter for her,",,,37,boek p. 139,id:p139-13;context:text
"teggent ddegg-nni, safi teshed, ttekk adu tmuat.","zij deden dat soort dingen, toen viel zij flauw, zij viel flauw (lett. zij ging onder de grond door)","They did that sort of thing, then she fainted, she fainted (lit. she passed under the ground)",,,37,boek p. 140,id:p140-01;context:text
"Ksint-as aḥenjia-nni nnant-as, tmeɛɛec, tenn-as:","zij namen de jongen van haar weg en zeiden tegen haar, zij bedelde, zij zei tegen haar:","They took the boy away from her and said to her, she was begging, she said to her:",,,37,boek p. 140,id:p140-02;context:text
"- A xači waa yaaney da ca, yaaney illa icten turn,","- tante, wij hebben hier niets, wij hebben alleen iemand die gebaard heeft,","- Aunty, we don’t have anything here, we only have someone who has given birth,",,,37,boek p. 140,id:p140-03;context:text
"tendaa mmi-s tugi a t-tessyem,","en haar zoon weggegooid heeft, zij weigert hem op te voeden.","and thrown away her son, she refuses to raise him.",,,37,boek p. 140,id:p140-04;context:text
mařa texsed a dam-t-newc a t-tesseymed.,"als je wilt, zullen we hem aan je geven zodat je hem kunt opvoeden.","If you want, we shall give him to you so that you can raise him.",,,37,boek p. 140,id:p140-05;context:text
Tenn-as: - wah a yessi ewcentt-ayi-t.,"zij zei: - oké, mijn dochters, geef hem aan mij.","She said: - Okay, my daughters, give him to me.",,,37,boek p. 140,id:p140-06;context:text
Teksi-t nettaṯ.,zij nam hem met zich mee.,She took him with her.,,,37,boek p. 140,id:p140-07;context:text
"uca wcint-as, qessent-as tirettett,","dus gaven zij hem aan haar, zij sneden zijn pink af,","So they gave him to her, they cut off his little finger,",,,37,boek p. 140,id:p140-08;context:text
ggint-as-t deg qemmum i yemma-s.,en stopten die in de mond van zijn moeder.,and put it in the mouth of his mother.,,,37,boek p. 140,id:p140-09;context:text
"Ggint-as-t deg qemmum, tuyua,","zij stopten het in de mond (van zijn moeder) en zij ging weg,","They put it in the mouth (of his mother) and she went away,",,,37,boek p. 140,id:p140-10;context:text
"wcint-as aseymi, sseḥnunndent-t di tsunnad, di tkettanin.","zij gaven haar de baby, zij wikkelden hem in luiers, in doeken.","they gave her the baby, they wrapped him in swaddling clothes, in cloths.",,,37,boek p. 140,id:p140-11;context:text
Tsseḥnunnd-it di tsunnad nnes teksi-t.,zij wikkelde hem in luiers en nam hem met zich mee.,She wrapped him in swaddling clothes and she took him with her.,,,37,boek p. 140,id:p140-12;context:text
"Teksi-t tmesɛect-nni, safi.","de bedelvrouw nam hem mee, dat is het.","The beggar woman took him away, that’s it.",,,37,boek p. 140,id:p140-13;context:text
"kkaa ggint-as tirettett-nni deg qemmum umi tuyua tmesɛect-nni,","dus stopten zij de pink in haar mond toen de bedelvrouw weggegaan was,","So they put the little finger in her mouth when the beggar woman had gone away,",,,37,boek p. 141,id:p141-01;context:text
"mbeɛd umi t-twaran ggua a tfaq, sekkaant tɣuyyit;","en toen, toen zij zagen dat zij wakker zou worden, begonnen zij te huilen:","and then, when they saw that she was going to wake up they started to cry:",,,37,boek p. 141,id:p141-02;context:text
"- Aaaaa qa ta tecca mmi-s,","- oooohhh, zij heeft haar zoon opgegeten!","- Oooohhh, she has eaten her son!",,,37,boek p. 141,id:p141-03;context:text
"neccin nerha kis, neccuds-it ttaaf nnes, nennd-it,","wij, wij zorgden voor hem, wij lieten hem naast haar slapen, wij wikkelden hem in,","We, we were taking care of him, we made him sleep at her side, we swaddled him,",,,37,boek p. 141,id:p141-04;context:text
a qa tecca mmi-s!,en nu heeft zij haar zoon opgegeten!,and now she has eaten her son!,,,37,boek p. 141,id:p141-05;context:text
Ssekkaant xac tɣuyyit.,zij begonnen te huilen.,They started to cry.,,,37,boek p. 141,id:p141-06;context:text
"Yqqggweḥ-d waayaz, nnant-as:",de man kwam thuis en zij vertelden hem:,The husband came home and they told him:,,,37,boek p. 141,id:p141-07;context:text
"- a siḏi, a qa tamɣaat nnes i dac-d-yejjin mmi-c","- o meneer, uw vrouw die u een zoon gegeven heeft","- O Sir, your wife that has given you a son",,,37,boek p. 141,id:p141-08;context:text
"ɣaas ṯiyuqiṯ n wuaɣ di tenyiat, a qa tecc-it!","met een gouden parel op zijn voorhoofd, zij heeft hem opgegeten!","with a golden pearl on his forehead, she has eaten him!",,,37,boek p. 141,id:p141-09;context:text
Yekkaa netta yessekk abarraḥ ɣaa udewwaa-nni.,hij stuurde een boodschapper naar het dorp.,He sent out a messenger to the village.,,,37,boek p. 141,id:p141-10;context:text
Yenna: - a qa mamec das ɣa ggeɣ.,hij zei: - dit is wat ik haar zal aandoen.,He said: - This is what I shall do to her.,,,37,boek p. 141,id:p141-11;context:text
Iɣaas i yijj ufunas yekhs-as irem-nni,"hij slachtte een os, hij trok de huid eraf","He slaughtered an ox, he took off the hide",,,37,boek p. 141,id:p141-12;context:text
"yegg-it xas, yesyaad-as-t.","en deed hem haar aan, hij liet haar hem dragen.","and put it on her, he made her wear it.",,,37,boek p. 141,id:p141-13;context:text
"uca Wenni ɣaa ǧa ca n weɣyur, Wenni ɣaa ǧa ca ufunas,","daarna, iedereen die een ezel had, iedereen die een os had,","After that, anyone who had a donkey, anyone who had an ox,",,,leesboek,boek p. 142,id:p142-01;context:text
"Wenni yaa ǧa ca n werɣem, aya ruḥus,","iedereen die een kameel had, elk soort dier,","anyone who had a camel, any kind of animal,",,,leesboek,boek p. 142,id:p142-02;context:text
yesmuna-yas-t-id s kucci.,bracht hij ze allemaal bij elkaar voor haar.,he would put them all together for her.,,,leesboek,boek p. 142,id:p142-03;context:text
"Yesmun-os-t-id, tebda ttras.",hij bracht ze bij elkaar voor haar en zij begon ze te hoeden.,He put them together for her and she started herding them.,,,leesboek,boek p. 142,id:p142-04;context:text
"ruḥen wussan usin-d, ruḥen wussan usin-d,","de dagen kwamen, de dagen gingen, de dagen kwamen, de dagen gingen,","The days came, the days went, the days came, the days went,",,,leesboek,boek p. 142,id:p142-05;context:text
"aḥenjia-nni yemɣaa, yeqqim itiraa.",de jongen groeide op en begon te spelen.,the boy grew up and started to play.,,,leesboek,boek p. 142,id:p142-06;context:text
